rsci_uuid,READY_common_name,READY_additional_names,READY_sample_type,READY_physical_form,READY_natural-synthetic,READY_origination_date_edtf_1,READY_origination_date_edtf_2,READY_origination_date_edtf_3,READY_expiration_date_statement,READY_dim1_value,READY_dim1_lowestvalue,READY_dim1_highestvalue,READY_dim1_unit,READY_dim1_type,READY_dim1_note,READY_dim2_value,READY_dim2_lowestvalue,READY_dim2_highestvalue,READY_dim2_unit,READY_dim2_type,READY_dim2_note,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note,facet_type_value_uuid,Acquired By,Acquired By (CLEAN_1),Acquired By (CLEAN_2),Acquired By (Institution_1),Acquired By (Institution_2),Acquired From,Acquired From (CLEAN_1),Acquired From (CLEAN_2),Acquired From (Institution_1a),Acquired From (Institution_1b),Acquired From (Institution_2a),Acquired From (NOTE),Acquisition Date,Acquisition Date__edtf,Acquisition Date__begin_of_the_begin,Acquisition Date__end_of_the_begin,Acquisition Date__begin_of_the_end,Acquisition Date__end_of_the_end,Additional Names,Additional Classification,gbif_uri,gbif_canonical_name,gbif_vernacular_name,Barcode No.,Barcode Prefix,Catalog No.,Certified Standard?,Chem Composition Confirmed,Chemical (CAS) No.,Chemical Formula,Chemical Name,Collection Name,Color,color_use,color_split 1,color_split 2,color_split 3,Color Index (CI) No.,Common Name,Component1,comp1_n,comp1_g,comp1_p,Component2,comp2_n,comp2_g,comp2_p,Component3,Compound Type,Contact Name,E-Mail,Experiments,Fire Safety,Formulation,Full Barcode,Geographic Origin,admin_1 (country),admin_1_geonames,admin_2,admin_2_geonames,specific_place,specific_place_uri,latitude,longitude,specific_geojson,specific_place_2,specific_place_uri_2,latitude_2,longitude_2,specific_geojson_2,geo_note,geo_check,geo_method,Grid Location,Health Safety,Manufacturer,Manufacturer (CLEAN),Manufacturer (NOTE),Mass or Volume,Mixture Pigment,Mixture Type,MSDS Sheet?,Natural/Synthetic,Notes,Old Barcode,Origination Date,origination_date_statement,origin_date_begin_of_begin,origin_date_end_of_begin,origin_date_begin_of_end,origin_date_end_of_end,Other Safety,Part of a Collection?,Phone No.,Physical Form,Preparation,Reactivity Safety,Sample Type,Typical Use,Warning Field
9d7dbef9-7d52-41da-882e-9b42820a24e1,Bayldonite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22661.0,STNN,1077,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Bayldonite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22661,State/Country: Arizona; County: La Paz; Town/Area: N/A; Mine/Site: Eagle Eye,United States,https://www.geonames.org/6252001,,,La Paz,https://www.geonames.org/5301323,33.72926,-113.98134,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -113.333078,
                33.025384
            ],
            [
                -113.333078,
                34.319126
            ],
            [
                -114.731223,
                34.319126
            ],
            [
                -114.731223,
                33.025384
            ],
            [
                -113.333078,
                33.025384
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 37, box 116",,,,,,,,Doesn't exist,Natural,Chrysocolla,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
9d88d693-fb2d-4638-9787-68169b65cb16,Powellite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22449.0,STNN,662,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Powellite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22449,State/Country: Arizona; County: N/A; Town/Area: N/A; Mine/Site: Crown King,United States,https://www.geonames.org/6252001,,,N O Bar Mesa,https://www.geonames.org/5306092,33.27756,-109.37063,"{
    ""type"": ""Point"",
    ""coordinates"": [
        -109.37063,
        33.27756
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 53",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
9d891e8d-435d-4b53-9751-4a050ea5482b,Pozzuoli Red,,pigment,"Opaque, Powder",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,,,,,,11516.0,PIG,4115,,,,,,,Red,Red,,,,,Pozzuoli Red,,,,,,,,,,Inorganic,,,,,,PIG11516,"Sparks, Nevada, USA",United States,https://www.geonames.org/6252001,Nevada,https://www.geonames.org/5509151,Sparks,https://www.geonames.org/5512862,39.53491,-119.75269,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -119.504929,
                39.511784
            ],
            [
                -119.504929,
                39.651131
            ],
            [
                -119.781139,
                39.651131
            ],
            [
                -119.781139,
                39.511784
            ],
            [
                -119.504929,
                39.511784
            ]
        ]
    ]
}",,,,,,,,,9-G-6,,"Conservation Materials, Ltd.","Conservation Materials, Ltd.",,,,,No,Natural,,,,,,,,,,,,"Opaque, Powder",,,Pigment,Colorant,
9d8b1232-f79f-41b1-8bfc-4cb612f1b0d1,Brazilwood,,dye,Slide,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,E. W. Forbes Collection,E. W. Forbes Collection,,,,,,,,,,,,lign Pernambuco,,,,,14840.0,DYE,Forbes: 6.03.44B,,,,,,,Red,Red,,,,75280,Brazilwood,,,,,,,,,,Organic,,,,,,DYE14840,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"aisle 10, column 31",,,,,,,,Doesn't exist,Natural,"Pigment Box 3, #38; duplicate set in Analytical Lab; bottles a&b",DYE0292,,,,,,,,,,Slide,,,Dye,Colorant,
9d9441ab-559d-4a39-8f4d-120dc29c2058,Gamboge,,"paint, watercolor","Transparent, Paste",,,,,,14.0,,,Milliliter,Volume,,,,,,,,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,Standard Brands,Standard Brands,,,,,,1987-1989,1987/1989,1987-01-01,1987-01-01,1989-12-31,1989-12-31,,,,,,12228.0,PNTW,069,,,,,,,Yellow,Yellow,,,,,Gamboge,,,,,,,,,,Mixture,,,,,,PNTW12228,"London, England",,,,,London,https://www.geonames.org/2643743,51.50853,-0.12574,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                0.2811882683122086,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.297523767519486
            ]
        ]
    ]
}",,,,,,,,,7-C-19,3.0,Winsor & Newton,Winsor and Newton,,14 ml,,Organic - organic,No,,,PNTW0249,,,,,,,,,,"Transparent, Paste",Commercial,,"Paint, watercolor",Colorant,0.0
9dab397e-5b44-4e0d-af4f-01a48f9b8d20,Gum (99.9) / Glue (0.1),Gum Arabic / Rabbit Skin Glue,prepared mixture,Base mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gum Arabic (Kremer Pigmente),,,,,,Measurement not listed in FileMaker Pro database,Rabbit Skin Glue (Kremer Pigmente),,,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9db07a31-9686-4e9c-8d7b-d35114223c8a,"Sand,Beach",,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,23592.0,STNN,798,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,"Sand,Beach",,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN23592,State/Country: Ecuador; County: Galapagos IsI.; Town/Area: Floreana; Mine/Site: Punta Cormorant,,,,,Galapagos Islands,https://www.geonames.org/3658931,0.0,-90.5,"{
    ""type"": ""Point"",
    ""coordinates"": [
        -90.5,
        0.0
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 37, box 111",,,,,,,,Doesn't exist,Natural,"collected by Schoettlin, dark pebbles",,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
9db2f981-6ce5-4bd9-b7ab-f797a30683ce,Chlorargyrite var,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,21711.0,STNN,635,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Chlorargyrite var,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN21711,State/Country: Texas; County: Presidio; Town/Area: Shafter; Mine/Site: N/A,United States,https://www.geonames.org/6252001,,,Shafter,https://www.geonames.org/5530531,29.82017,-104.30325,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -104.2928860288397,
                29.811179651248572
            ],
            [
                -104.2928860288397,
                29.82916694875143
            ],
            [
                -104.3136203711603,
                29.82916694875143
            ],
            [
                -104.3136203711603,
                29.811179651248572
            ],
            [
                -104.2928860288397,
                29.811179651248572
            ]
        ]
    ]
}",,,,,,,,,"aisle 4, column 38, box 16",,,,,,,,Doesn't exist,Natural,"var. Embolite, light-sensitive",,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
9db669e3-6a66-48e5-aea7-281b6e60f58e,"Plum Gum, Italian",,gum,"Translucent, Flake(s)",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,Robert Komarek,Robert Komarek,,,,,,1989,1989,1989-01-01,1989-01-01,1989-12-31,1989-12-31,Modre Svestky,,,,,15201.0,GUM,,,,,,,,Brown,Brown,,,,,"Plum Gum, Italian",,,,,,,,,,Organic,,,,,,GUM15201,Italy,,,,,Italy,https://www.geonames.org/3175395,42.83333,12.83333,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                18.5203814091888,
                35.4928525923603
            ],
            [
                18.5203814091888,
                47.0917837415439
            ],
            [
                6.62662135986088,
                47.0917837415439
            ],
            [
                6.62662135986088,
                35.4928525923603
            ],
            [
                18.5203814091888,
                35.4928525923603
            ]
        ]
    ]
}",,,,,,,,,5-E-1,,,,,,,,Doesn't exist,Natural,acquired in Sweden,GUM0158,,,,,,,,,,"Translucent, Flake(s)",,,Gum,Binding Medium,
9db7cfb8-f59b-4e53-961d-8d9e9a5bb4c3,Stearin,,wax,block solid,natural,,,,,50.0,,,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,Animal fat,,,,,11463.0,WAX,,,,,,,,White,White,,,,,Stearin,,,,,,,,,,Organic,,,,,,WAX11463,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"5-B-13, 14 or 15",,,,,50 g,,,No,Natural,,,,,,,,,,,,block solid,,,Wax,Binding Medium,
9dbbb026-dfc1-49d2-96e8-d4a5122e50f0,"Cadmium Red, No. 4 Bluish Purple",,pigment,Powder,synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,A. Kaplan,Art Kaplan,,,,Kremer Pigments Inc.,Kremer Pigments Inc.,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,,,,,,18884.0,PIG,Kremer: 21150,,,,CdSSe,Cadmium Sulfo-selenide,,Red,Red,,,,,"Cadmium Red, No. 4 Bluish Purple",,,,,,,,,,,,,,,,PIG18884,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,9-H-8,3.0,Kremer Pigmente,Kremer-Pigmente,,,,,No,Synthetic,,,,,,,,,,,,Powder,Commercial,,Pigment,Colorant,0.0
9dbd2ec3-110d-47cf-ad3c-ebaa3282168d,Methocel J75MS,,"resin, synthetic",,synthetic,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Z.  Pinney,Z. Pinney,,,,,,,,,,,1990,1990,1990-01-01,1990-01-01,1990-12-31,1990-12-31,,,,,,13031.0,SRES,ZAC11; lot QP84040801JS,,,,,Hydroxypropyl Methylcellolose,,,,,,,,Methocel J75MS,,,,,,,,,,Organic,,,,,,SRES13031,"Midland, Michigan, USA",United States,https://www.geonames.org/6252001,Michigan,https://www.geonames.org/5001836,Midland,https://www.geonames.org/5001929,43.61558,-84.24721,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -84.153922,
                43.565554
            ],
            [
                -84.153922,
                43.683706
            ],
            [
                -84.320171,
                43.683706
            ],
            [
                -84.320171,
                43.565554
            ],
            [
                -84.153922,
                43.565554
            ]
        ]
    ]
}",,,,,,,,,6-E-14,,Dow Chemical Company,Dow Chemical Company,,,,,No,Synthetic,,SRES0030,1984,,1984-01-01,1984-01-01,1984-12-31,1984-12-31,,,,,Commercial,,Synthetic Resin,Component of Another Category,
9dbf1ded-2ca4-48ac-94c9-ce88648a1cfd,"San Ambrogio, coarse",,filler,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Kremer Pigments Inc.,Kremer Pigments Inc.,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,Marble dust,,,,,20041.0,FILR,Kremer 59653,,,,CaCO3,natural calcium carbonate,,Brown,Brown,,,,,"San Ambrogio, coarse",,,,,,,,,,Inorganic,,,,,,FILR20041,Italy,,,,,Italy,https://www.geonames.org/3175395,42.83333,12.83333,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                18.5203814091888,
                35.4928525923603
            ],
            [
                18.5203814091888,
                47.0917837415439
            ],
            [
                6.62662135986088,
                47.0917837415439
            ],
            [
                6.62662135986088,
                35.4928525923603
            ],
            [
                18.5203814091888,
                35.4928525923603
            ]
        ]
    ]
}",,,,,,,,,5-B-25 or 26,,Kremer Pigmente,Kremer-Pigmente,,,,,Yes,Natural,"for texture applications, fresco, walls
1.2-1.8mm particle size",,,,,,,,,,,,,,Filler,Filler,
9dd3c2f9-82ff-48c4-b9ff-534203231312,Irgazine Scarlet DPP EK,,pigment,Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,A. Kaplan,Art Kaplan,,,,Kremer Pigments Inc.,Kremer Pigments Inc.,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,,,,,,18861.0,PIG,Kremer: 23179,,,,,,,Red,Red,,,,,Irgazine Scarlet DPP EK,,,,,,,,,,Organic,,,,,,PIG18861,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,"9-A-9, 10 or 11",,Kremer Pigmente,Kremer-Pigmente,,,,,No,,Contains Di-Keto-Pyrrolo-Pyrrol (DPP),,,,,,,,,,,Powder,Commercial,,Pigment,Colorant,
9dd4b79a-a7ad-42b8-94d3-05274892fe58,Millerite,,"raw material, inorganic",Slide,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,,,,,,13630.0,RAWI,M-2e 6,,,,,,,,,,,,,Millerite,,,,,,,,,,Inorganic,,,,,,RAWI13630,"Cedar Grove, NJ, USA",United States,https://www.geonames.org/6252001,New Jersey,https://www.geonames.org/5101760,Cedar Grove,https://www.geonames.org/5096371,40.85177,-74.22903,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -74.21023122076089,
                40.83754599273446
            ],
            [
                -74.21023122076089,
                40.86598640726554
            ],
            [
                -74.2478387792391,
                40.86598640726554
            ],
            [
                -74.2478387792391,
                40.83754599273446
            ],
            [
                -74.21023122076089,
                40.83754599273446
            ]
        ]
    ]
}",,,,,,,,,"Anal. Chem Lab - L2, room 422",,R.P. Cargille Laboratories,R.P. Cargille Laboratories,,,,,No,Natural,"Cargille Reference Set No. M-2e, ""Metallic Minerals""; dispersed in Canada balsam",,,,,,,,,,,Slide,Not applicable,,Raw Material - inorganic,,
9de28f58-3f45-497f-977d-7c72f88bf953,Irgalite Blue,,pigment,Powder,synthetic,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Tom Learner,Tom Learner,,,,Tate Britain,Tate Britain,,,,,,2008,2008,2008-01-01,2008-01-01,2008-12-31,2008-12-31,,,,,,21257.0,PIG,,,,,,,,Blue,Blue,,,,PB15:3,Irgalite Blue,,,,,,,,,,Organic,,,,,,PIG21257,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"9-E-9, 10, 11 or 12",,Ciba,Ciba,,,,,No,Synthetic,,,2002,,2002-01-01,2002-01-01,2002-12-31,2002-12-31,,,,Powder,Commercial,,Pigment,Colorant,
9de8f5ef-fb77-4131-a0a3-10a93080bca0,India Black FW Acrylic Ink,,ink,Solution,,2006,,,,1.0,,,Ounce,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Dick Blick Art Materials,Dick Blick Art Materials,,,,,,2006,2006,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,,,20513.0,INK,,,,,,,,Black,Black,,,,,India Black FW Acrylic Ink,,,,,,,,,,,,,,,,INK20513,England,,,,,England,https://www.geonames.org/6269131,52.16045,-0.70312,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                1.7689121033873,
                49.8646362595373
            ],
            [
                1.7689121033873,
                55.8116598334548
            ],
            [
                -6.41894185058714,
                55.8116598334548
            ],
            [
                -6.41894185058714,
                49.8646362595373
            ],
            [
                1.7689121033873,
                49.8646362595373
            ]
        ]
    ]
}",,,,,,,,,7-F-22 or 23,,Daler Rowney,Daler Rowney,,1 oz.,,,No,,,,2006,,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,Solution,Commercial,,Ink,Colorant,
9de95ed2-2611-44b1-8aeb-485448b58e06,B&W Photo Paper,,photographic paper,Photographic Paper,synthetic,2005,,,,20.0,,,Unitless (for Count (sum total)),Count (sum total),20 sheets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,B&H Photo Video,B&H Photo Video,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,Seagull F-3,,,,,18620.0,PHP,,,,,,,,,,,,,,B&W Photo Paper,,,,,,,,,,,,,,,,PHP18620,Japan,,,,,Japan,https://www.geonames.org/1861060,35.68536,139.75309,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                153.986844163,
                20.422746414
            ],
            [
                153.986844163,
                45.55608764
            ],
            [
                122.933653061,
                45.55608764
            ],
            [
                122.933653061,
                20.422746414
            ],
            [
                153.986844163,
                20.422746414
            ]
        ]
    ]
}",,,,,,,,,Aisle 11,,Oriental Photo Ind. Co.,Oriental Photo Ind. Co.,,20 sheets,,,Doesn't exist,Synthetic,"Resin coated, medium weight, hard contrast, glossy, smooth, 8 x 10""",,2005,,2005-01-01,2005-01-01,2005-12-31,2005-12-31,,,,Photographic Paper,Commercial,,Photographic Paper,Photography,
9ded4e9d-b3a4-457d-8517-9c00fa8ff65f,Cobalt blue,,"paint, oil-based",Paste,,,,,,37.0,,,Milliliter,Volume,,,,,,,,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,M. Schilling,Mike Schilling,,,,Dick Blick Art Materials,Dick Blick Art Materials,,,,,,2003,2003,2003-01-01,2003-01-01,2003-12-31,2003-12-31,,,,,,17336.0,PNTO,178,,,,,,,Blue,Blue,,,,,Cobalt blue,,,,,,,,,,Mixture,,,,1.0,,PNTO17336,"London, England",,,,,London,https://www.geonames.org/2643743,51.50853,-0.12574,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                0.2811882683122086,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.297523767519486
            ]
        ]
    ]
}",,,,,,,,,7-B-15,2.0,Winsor & Newton,Winsor and Newton,,37 ml,,Organic - inorganic,Yes,,Griffin Alkyd Series 2; long oil modified alkyd resin + oxides of cobalt/aluminum (PB 28),,,,,,,,,,,Paste,Commercial,0.0,"Paint, oil-based",Colorant,
9df610ad-927a-49fe-9774-c6ce19e53d6a,Leopard fur,,"raw material, organic",Slide,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,,,,,,13743.0,RAWO,F-5 19,,,,,,,,,,,,,Leopard fur,,,,,,,,,,Organic,,,,,,RAWO13743,"Cedar Grove, NJ, USA",United States,https://www.geonames.org/6252001,New Jersey,https://www.geonames.org/5101760,Cedar Grove,https://www.geonames.org/5096371,40.85177,-74.22903,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -74.21023122076089,
                40.83754599273446
            ],
            [
                -74.21023122076089,
                40.86598640726554
            ],
            [
                -74.2478387792391,
                40.86598640726554
            ],
            [
                -74.2478387792391,
                40.83754599273446
            ],
            [
                -74.21023122076089,
                40.83754599273446
            ]
        ]
    ]
}",,,,,,,,,"Anal. Chem Lab - L2, room 422",,R.P. Cargille Laboratories,R.P. Cargille Laboratories,,,,,No,Natural,"Cargille Reference Set No. F-5, ""Commercial Fur Hairs""; dispersed in Canada balsam",,,,,,,,,,,Slide,Not applicable,,"Raw Material - organic (seed, nut, etc.)",,
9dfbc91b-e76f-4231-8a44-7a6f942cede3,"Cobalt Blue, dark",,pigment,Powder,synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Kremer Pigments Inc.,Kremer Pigments Inc.,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,Pigment Blue 28,,,,,19192.0,PIG,Kremer 45701,,,1345-16-0,,Cobalt aluminate blue spinel,,Blue,Blue,,,,,"Cobalt Blue, dark",,,,,,,,,,Inorganic,,,,,,PIG19192,"Aichstetten, Germany",Germany,https://www.geonames.org/2921044,,,Aichstetten,https://www.geonames.org/6556053,47.8973,10.0565,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                10.1104486798216,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.86213339400557
            ]
        ]
    ]
}",,,,,,,,,9-F-12,2.0,Kremer-Pigmente,Kremer-Pigmente,,,,,Yes,Synthetic,,,,,,,,,,,,Powder,Commercial,,Pigment,Colorant,
